price,area,Bedrooms,Bathrooms,Balcony,parking,Lift,Price_sqft
9500000,520,2,2,1,1,1,18269.23077
70000000,700,2,2,1,1,1,100000
28500000,771,2,2,1,1,1,36964.98054
30000000,1965,3,3,3,1,2,15267.17557
22500000,900,2,2,1,1,1,25000
12500000,987,2,2,3,1,1,12664.64032
23000000,630,2,2,1,1,1,36507.93651
18000000,890,2,2,1,1,1,20224.7191
13000000,738,2,2,1,1,1,17615.17615
7800000,745,2,2,1,1,1,10469.79866
31000000,1050,2,2,1,1,1,29523.80952
20400000,990,2,2,1,1,1,20606.06061
37500000,1780,4,4,7,2,2,21067.41573
25000000,1075,2,3,1,1,1,23255.81395
15000000,700,2,2,3,1,1,21428.57143
110000000,2650,4,4,1,1,1,41509.43396
7500000,960,2,3,1,1,1,7812.5
4200000,830,2,2,1,1,1,5060.240964
22500000,1275,3,3,1,1,1,17647.05882
12000000,1280,3,3,5,1,1,9375
2400000,535,2,2,1,1,1,4485.981308
40000000,1700,3,3,1,2,4,23529.41176
19000000,700,2,2,4,1,1,27142.85714
20000000,980,3,2,1,1,1,20408.16327
37500000,1480,3,3,3,1,1,25337.83784
17500000,785,2,2,1,1,1,22292.99363
65000000,2200,4,4,2,2,2,29545.45455
9800000,1050,2,2,1,1,1,9333.333333
14000000,950,2,2,1,1,1,14736.84211
8000000,935,2,2,1,1,1,8556.149733
35000000,1825,3,3,3,1,1,19178.08219
4800000,750,2,2,1,1,1,6400
17000000,650,2,2,1,1,1,26153.84615
16000000,752,2,2,1,1,1,21276.59574
29000000,1300,3,3,1,55,2,22307.69231
41000000,2160,3,5,1,1,1,18981.48148
16000000,825,2,2,1,1,1,19393.93939
51000000,2685,4,4,8,1,1,18994.41341
10000000,1155,2,2,1,1,1,8658.008658
31000000,1400,3,3,1,1,1,22142.85714
16000000,1100,2,2,1,1,1,14545.45455
45000000,1830,4,4,1,1,1,24590.16393
30000000,1100,3,2,1,1,1,27272.72727
155000000,4250,5,5,2,1,3,36470.58824
18000000,1050,2,2,4,1,1,17142.85714
13100000,1690,4,4,4,1,1,7751.47929
40000000,1800,3,3,1,1,1,22222.22222
42000000,950,2,2,1,2,6,44210.52632
15000000,750,2,2,1,1,1,20000
25000000,961,3,2,1,1,1,26014.56816
35000000,1125,4,3,1,1,1,31111.11111
23500000,1350,2,2,1,1,1,17407.40741
20000000,1098,2,2,1,1,1,18214.93625
175000000,3250,3,3,1,1,1,53846.15385
29000000,1200,2,2,1,1,1,24166.66667
46000000,1350,3,3,1,1,2,34074.07407
4600000,900,2,2,1,1,1,5111.111111
15900000,1325,3,3,1,1,1,12000
10000000,1250,2,2,4,1,2,8000
27500000,510,2,2,1,1,2,53921.56863
7540000,619,2,2,1,1,1,12180.937
6500000,985,2,2,1,1,1,6598.984772
15000000,642,2,2,1,1,1,23364.48598
5500000,1000,3,2,1,1,1,5500
4500000,855,2,2,1,1,1,5263.157895
24000000,847,2,2,1,1,1,28335.30106
40000000,2500,4,3,1,1,1,16000
9300000,1070,2,2,4,1,1,8691.588785
107000000,2800,3,3,1,1,1,38214.28571
4200000,765,2,2,2,1,2,5490.196078
15000000,800,2,2,1,1,1,18750
9500000,1050,2,2,1,1,2,9047.619048
25000000,1590,3,3,1,1,1,15723.27044
12000000,720,2,2,1,1,1,16666.66667
4600000,850,2,2,2,1,1,5411.764706
15500000,1000,2,2,1,1,1,15500
22500000,750,2,2,1,1,1,30000
5000000,810,3,2,1,1,1,6172.839506
19000000,1050,2,2,1,1,1,18095.2381
17000000,550,2,2,1,1,1,30909.09091
21000000,1235,3,4,1,1,1,17004.04858
18900000,780,3,3,1,1,1,24230.76923
19500000,875,2,2,1,1,1,22285.71429
25000000,1385,3,2,4,1,1,18050.54152
23000000,1667,3,3,3,1,2,13797.24055
20000000,1060,2,2,1,1,2,18867.92453
37500000,1100,3,3,1,2,1,34090.90909
25000000,813,2,2,1,1,1,30750.3075
7000000,1095,2,2,3,1,1,6392.694064
4500000,935,2,2,1,1,1,4812.834225
35000000,1850,3,4,1,2,2,18918.91892
65000000,2250,4,4,6,1,1,28888.88889
16500000,900,2,2,1,1,1,18333.33333
21000000,1100,2,2,1,1,1,19090.90909
13500000,1100,2,2,4,1,2,12272.72727
16000000,865,2,2,1,1,1,18497.10983
45000000,1190,3,2,1,1,2,37815.12605
27500000,1100,3,3,1,1,1,25000
18000000,1030,3,2,1,1,1,17475.72816
13000000,1015,2,2,3,1,1,12807.88177
17000000,1200,2,2,1,1,1,14166.66667
23000000,875,2,2,1,1,1,26285.71429
20000000,1000,3,3,1,1,1,20000
80000000,2200,6,4,1,1,1,36363.63636
21000000,700,2,2,1,1,1,30000
26000000,1610,3,3,1,2,3,16149.06832
4600000,850,2,2,2,1,1,5411.764706
54000000,1305,3,3,1,1,1,41379.31034
14900000,960,2,2,1,1,1,15520.83333
8200000,783,2,2,1,1,1,10472.54151
49100000,2000,4,2,1,2,1,24550
26000000,657,2,2,1,1,1,39573.8204
44500000,2586,5,4,2,1,1,17208.04331
10200000,711,2,2,1,1,1,14345.99156
19000000,1050,2,2,1,1,1,18095.2381
35000000,950,2,2,1,1,1,36842.10526
4200000,825,2,2,2,1,1,5090.909091
14000000,915,2,2,3,1,1,15300.54645
9000000,850,2,2,1,1,1,10588.23529
21000000,850,2,3,1,1,1,24705.88235
13000000,1300,4,3,1,1,1,10000
14000000,786,3,2,1,1,1,17811.70483
5000000,960,2,2,4,1,2,5208.333333
9300000,1450,2,2,1,1,1,6413.793103
20000000,693,2,2,1,1,1,28860.02886
12100000,705,2,2,1,1,1,17163.12057
25000000,950,2,2,1,1,1,26315.78947
50000000,960,4,4,1,1,1,52083.33333
14800000,1150,2,2,1,1,1,12869.56522
80000000,4500,4,4,1,4,1,17777.77778
7200000,750,2,2,2,1,1,9600
3500000,740,2,2,1,1,1,4729.72973
14400000,583,2,2,1,1,3,24699.82847
19000000,900,2,2,1,1,0,21111.11111
18500000,1000,2,2,1,1,1,18500
26000000,1000,2,2,1,1,1,26000
5600000,971,2,2,4,1,1,5767.250257
5500000,806,2,2,1,1,1,6823.82134
4900000,840,2,2,1,1,1,5833.333333
24800000,780,2,2,1,1,1,31794.87179
32500000,1350,3,3,1,1,2,24074.07407
9000000,1285,3,3,2,1,1,7003.891051
21500000,668,2,2,1,1,1,32185.62874
16000000,650,2,2,1,1,1,24615.38462
17000000,1206,2,2,4,1,1,14096.18574
21000000,1198,2,2,1,1,1,17529.21536
25800000,1315,3,3,2,1,1,19619.77186
18500000,900,2,2,1,1,1,20555.55556
16000000,810,2,2,1,1,1,19753.08642
39000000,1128,3,3,1,1,1,34574.46809
21300000,910,2,2,1,1,6,23406.59341
14000000,1040,2,2,1,1,1,13461.53846
34700000,800,2,2,1,1,1,43375
48000000,1235,3,3,1,1,1,38866.39676
27500000,950,2,2,1,1,1,28947.36842
11000000,882,2,2,3,1,1,12471.65533
14600000,550,2,2,1,1,1,26545.45455
13000000,5500,2,2,1,1,1,2363.636364
21500000,1175,2,2,3,1,1,18297.87234
20000000,731,2,2,1,1,1,27359.78112
8500000,850,2,2,1,1,1,10000
5000000,850,2,2,1,1,1,5882.352941
8500000,882,2,2,1,1,1,9637.188209
9900000,1080,2,2,1,1,1,9166.666667
8200000,910,2,2,1,1,1,9010.989011
15500000,1075,2,2,1,1,1,14418.60465
15000000,1535,3,3,5,1,1,9771.986971
17000000,940,2,2,1,1,1,18085.10638
24000000,1800,7,3,1,1,1,13333.33333
150000000,6712,7,7,1,2,1,22348.03337
17500000,850,3,3,1,1,2,20588.23529
3400000,710,2,2,2,1,1,4788.732394
9300000,1332,3,2,2,1,3,6981.981982
11000000,535,2,2,1,1,1,20560.74766
6000000,878,2,2,2,1,1,6833.712984
13900000,844,2,2,1,1,1,16469.19431
15000000,600,2,2,1,1,1,25000
31000000,820,2,2,1,1,1,37804.87805
12000000,1200,3,3,5,1,1,10000
5200000,935,2,2,1,1,7,5561.497326
4000000,825,2,2,2,1,1,4848.484848
9000000,1005,2,2,1,1,1,8955.223881
4500000,1000,2,2,1,1,1,4500
9700000,1044,2,2,4,1,3,9291.187739
71500000,2500,3,4,1,2,5,28600
14500000,804,2,2,1,1,4,18034.82587
6800000,765,2,2,1,1,2,8888.888889
21500000,1150,2,2,1,1,1,18695.65217
8500000,1055,2,2,1,1,1,8056.872038
19000000,1050,2,2,1,1,1,18095.2381
26000000,788,2,2,1,1,1,32994.92386
4200000,900,2,2,3,1,1,4666.666667
34000000,1163,2,2,3,1,3,29234.73775
21500000,1200,2,2,1,3,3,17916.66667
35000000,1100,2,2,1,1,1,31818.18182
50000000,2300,4,4,1,1,2,21739.13043
17000000,800,2,2,2,1,1,21250
37000000,1300,4,3,1,1,1,28461.53846
17000000,650,2,2,1,1,1,26153.84615
28000000,1210,2,2,1,1,2,23140.49587
8300000,1156,2,2,1,1,1,7179.930796
14500000,533,2,2,1,1,3,27204.50281
23000000,1000,2,2,1,1,1,23000
5300000,750,2,2,1,1,1,7066.666667
65000000,1000,2,2,1,1,1,65000
5500000,915,2,2,4,1,1,6010.928962
40000000,985,2,2,1,1,1,40609.13706
35500000,1071,3,3,1,1,1,33146.59197
15500000,828,3,2,1,1,1,18719.80676
3200000,790,2,2,1,1,1,4050.632911
32500000,1525,3,3,1,1,2,21311.47541
19100000,965,2,2,1,1,1,19792.74611
31000000,1250,2,2,2,1,3,24800
18500000,985,2,2,1,1,1,18781.72589
14000000,931,2,2,1,1,1,15037.59398
30000000,1175,2,2,3,1,1,25531.91489
22000000,1200,2,2,2,1,1,18333.33333
22000000,900,2,2,1,1,1,24444.44444
16800000,700,2,3,3,2,1,24000
12500000,675,2,2,1,1,1,18518.51852
11500000,635,2,2,1,1,0,18110.23622
14000000,785,2,2,1,1,1,17834.3949
33000000,1325,2,3,1,2,3,24905.66038
5000000,940,2,2,2,1,1,5319.148936
41000000,1302,3,3,1,1,1,31490.01536
28000000,1800,3,3,1,2,6,15555.55556
14000000,750,2,2,3,1,1,18666.66667
37500000,1450,3,3,1,1,1,25862.06897
33000000,925,2,2,1,1,1,35675.67568
12500000,965,2,2,3,1,1,12953.36788
21000000,727,2,2,1,1,1,28885.83219
17000000,845,2,2,1,1,1,20118.3432
20000000,775,3,3,1,1,1,25806.45161
17000000,2000,6,3,2,1,1,8500
10400000,1015,2,2,3,1,1,10246.30542
18500000,840,2,2,1,1,1,22023.80952
18500000,774,2,2,1,1,1,23901.80879
65000000,3500,4,4,2,1,1,18571.42857
17500000,819,2,2,1,1,1,21367.52137
18500000,1183,2,2,1,1,1,15638.20795
6100000,850,2,2,1,1,1,7176.470588
4800000,830,2,2,1,1,1,5783.13253
30000000,1375,2,2,3,1,1,21818.18182
46000000,1027,3,3,1,1,2,44790.65239
38000000,600,2,2,1,1,1,63333.33333
9450000,972,2,2,1,1,1,9722.222222
35000000,1250,3,3,1,1,1,28000
19000000,1180,3,3,1,1,1,16101.69492
18000000,1255,3,2,1,1,1,14342.62948
3600000,700,2,2,1,1,1,5142.857143
4000000,830,2,2,1,1,1,4819.277108
18500000,654,2,2,1,1,1,28287.46177
3200000,725,2,2,1,1,1,4413.793103
25000000,1296,3,3,1,1,1,19290.12346
120000000,1900,5,5,2,1,1,63157.89474
70000000,2130,3,4,1,1,1,32863.84977
31500000,1225,3,3,1,1,2,25714.28571
13000000,620,2,2,1,1,1,20967.74194
80000000,5000,6,5,6,1,1,16000
36000000,857,2,2,1,1,1,42007.00117
19000000,1000,3,3,2,1,1,19000
140000000,3000,5,4,1,4,4,46666.66667
50000000,1900,3,3,1,1,1,26315.78947
300000000,4122,5,6,1,4,10,72780.20378
7000000,920,2,2,1,1,1,7608.695652
64500000,1625,3,3,3,1,1,39692.30769
19000000,850,2,2,1,1,1,22352.94118
42500000,1600,3,3,1,3,3,26562.5
39500000,1325,2,2,3,2,3,29811.32075
14000000,702,2,2,1,1,3,19943.01994
31500000,1000,2,2,2,1,2,31500
16400000,1012,2,2,1,1,4,16205.5336
31000000,1200,3,2,2,1,1,25833.33333
45000000,1200,2,2,1,1,1,37500
24000000,1500,3,2,1,1,1,16000
11000000,1750,3,3,2,1,1,6285.714286
22500000,1300,3,3,1,1,1,17307.69231
26500000,1100,3,2,7,1,1,24090.90909
44500000,1150,3,2,1,2,2,38695.65217
130000000,4000,6,5,1,1,1,32500
19500000,1076,2,2,1,1,1,18122.67658
18500000,1183,2,2,3,1,1,15638.20795
17000000,835,2,2,1,1,1,20359.28144
21000000,1260,2,2,4,1,1,16666.66667
9500000,1530,3,3,1,1,1,6209.150327
20000000,1300,3,3,4,1,1,15384.61538
21000000,1255,3,3,1,1,1,16733.06773
7700000,900,2,2,1,1,1,8555.555556
15000000,702,2,2,1,1,1,21367.52137
12000000,1200,2,2,2,1,1,10000
4250000,960,2,2,1,1,1,4427.083333
20000000,585,2,2,1,1,1,34188.03419
70000000,2400,4,4,5,1,1,29166.66667
8000000,711,2,3,4,1,1,11251.75809
27500000,1000,2,2,1,1,1,27500
20500000,848,2,2,1,1,2,24174.5283
27500000,1566,3,3,1,1,1,17560.66411
19000000,945,2,2,1,1,2,20105.82011
20000000,800,2,2,1,1,1,25000
6700000,765,2,2,1,1,1,8758.169935
30000000,1100,3,2,1,1,1,27272.72727
25000000,1200,2,2,2,1,1,20833.33333
62700000,3889,2,2,1,1,1,16122.3965
15100000,970,2,2,3,1,1,15567.01031
22500000,740,2,2,4,1,1,30405.40541
12000000,735,2,2,1,1,1,16326.53061
45000000,1486,3,3,3,1,1,30282.63795
17000000,900,2,2,1,1,1,18888.88889
14000000,850,2,3,4,1,2,16470.58824
17500000,750,2,2,1,9,0,23333.33333
13000000,800,2,2,1,1,1,16250
21000000,700,2,2,1,1,1,30000
7500000,1200,2,2,1,1,1,6250
8900000,1000,2,2,3,1,1,8900
12500000,700,2,2,2,1,1,17857.14286
17000000,1025,2,2,1,1,1,16585.36585
70000000,1950,4,4,1,2,1,35897.4359
17500000,900,2,2,2,2,1,19444.44444
15000000,614,2,2,1,1,1,24429.96743
17500000,1200,3,2,1,1,1,14583.33333
9500000,695,2,2,1,1,1,13669.06475
50000000,980,2,2,1,1,1,51020.40816
15000000,750,2,2,1,1,1,20000
25000000,1490,3,3,1,1,1,16778.52349
22500000,1307,2,2,1,1,1,17214.99617
4500000,890,2,2,1,1,1,5056.179775
19000000,955,2,2,1,1,1,19895.28796
32500000,850,2,2,1,1,1,38235.29412
3800000,950,2,2,1,1,1,4000
22000000,1100,3,2,1,1,2,20000
4200000,900,2,2,3,1,1,4666.666667
15000000,925,2,2,1,1,1,16216.21622
10000000,972,2,2,2,1,1,10288.06584
65000000,1525,3,4,1,1,1,42622.95082
29000000,1420,2,2,1,1,1,20422.53521
17000000,1150,2,2,1,1,1,14782.6087
42500000,1600,3,3,1,1,1,26562.5
26000000,1315,3,2,5,1,1,19771.86312
25000000,1000,2,2,1,1,1,25000
18000000,707,2,2,1,1,1,25459.68883
52000000,2100,4,4,1,1,1,24761.90476
20300000,655,2,2,1,1,1,30992.36641
11000000,995,2,2,4,1,1,11055.27638
19000000,624,2,2,1,1,1,30448.71795
15000000,800,2,2,1,1,1,18750
17000000,1100,2,2,1,1,1,15454.54545
28000000,1400,3,4,1,2,1,20000
7000000,1010,2,2,4,1,1,6930.693069
5000000,774,2,2,1,1,1,6459.94832
7200000,960,2,2,2,1,1,7500
27500000,850,2,2,2,1,2,32352.94118
73500000,1050,2,3,1,1,1,70000
14500000,860,2,2,1,1,1,16860.46512
7500000,1100,2,2,1,1,1,6818.181818
11700000,950,2,2,1,1,1,12315.78947
8500000,575,2,2,3,1,1,14782.6087
25000000,1300,3,3,2,1,1,19230.76923
20000000,1040,2,2,1,1,1,19230.76923
25000000,1060,2,2,1,1,1,23584.90566
7000000,890,2,2,1,1,1,7865.168539
21500000,965,3,2,1,1,1,22279.79275
17500000,849,2,2,1,2,1,20612.48528
38500000,1650,3,3,3,1,1,23333.33333
28000000,1600,3,3,1,1,1,17500
28000000,1190,2,3,1,2,1,23529.41176
19500000,1100,3,2,1,1,1,17727.27273
21000000,800,2,2,1,1,1,26250
19000000,800,2,2,1,1,1,23750
8500000,1200,2,2,1,1,1,7083.333333
52500000,1350,3,3,1,1,2,38888.88889
28500000,1340,3,3,2,1,1,21268.65672
23400000,1151,2,3,1,1,2,20330.1477
24500000,1210,3,2,1,1,2,20247.93388
21600000,1160,2,2,1,1,1,18620.68966
4000000,800,2,2,2,1,1,5000
30000000,1000,2,3,1,1,1,30000
28000000,1200,3,3,1,1,1,23333.33333
12000000,780,2,2,1,1,1,15384.61538
12300000,1380,3,3,2,1,2,8913.043478
9500000,910,2,2,1,1,1,10439.56044
36000000,900,2,2,1,1,1,40000
56500000,1350,3,3,1,1,1,41851.85185
17500000,850,2,2,1,1,1,20588.23529
15000000,726,2,2,1,1,1,20661.15702
38000000,1500,3,4,2,1,1,25333.33333
9200000,1200,3,3,1,1,1,7666.666667
17500000,1000,3,2,1,1,0,17500
7500000,1115,3,3,3,1,1,6726.457399
7000000,990,2,2,2,1,1,7070.707071
15400000,700,2,2,1,1,1,22000
55000000,3600,5,5,1,1,1,15277.77778
12000000,2400,5,3,1,1,1,5000
40000000,1100,3,2,1,1,1,36363.63636
18500000,950,3,2,1,1,1,19473.68421
24000000,1470,3,2,1,1,1,16326.53061
30000000,1325,3,3,1,1,1,22641.50943
31000000,1000,2,2,3,1,1,31000
15000000,1300,2,4,2,1,1,11538.46154
30000000,2700,2,2,1,1,1,11111.11111
35000000,797,3,3,1,1,1,43914.68005
38000000,1450,3,2,2,2,0,26206.89655
9500000,625,2,4,1,1,1,15200
45000000,1800,3,2,1,1,1,25000
40000000,2500,4,5,2,1,1,16000
62000000,1690,3,4,5,1,2,36686.39053
56000000,2100,4,4,1,1,1,26666.66667
20500000,1390,3,3,1,1,1,14748.20144
26000000,1100,2,2,2,1,1,23636.36364
32500000,1104,4,4,1,1,1,29438.4058
16500000,990,2,2,1,1,1,16666.66667
13000000,2205,3,6,3,1,1,5895.69161
59000000,858,2,2,1,1,1,68764.56876
23000000,1300,2,2,1,1,1,17692.30769
19000000,905,2,2,1,1,2,20994.47514
50000000,1500,3,3,3,2,1,33333.33333
14000000,830,2,2,1,1,1,16867.46988
41500000,2100,3,4,2,2,4,19761.90476
15000000,880,2,2,1,1,3,17045.45455
20000000,1200,3,2,1,1,1,16666.66667
9600000,675,2,2,1,1,1,14222.22222
36000000,1800,3,3,1,1,1,20000
22000000,1075,2,2,3,1,1,20465.11628
22900000,1060,3,2,1,1,1,21603.77358
18000000,1100,2,2,1,1,1,16363.63636
15000000,698,2,2,1,1,1,21489.97135
16000000,1000,2,2,1,1,0,16000
26000000,860,3,2,1,1,1,30232.55814
24000000,1050,2,2,1,1,1,22857.14286
16600000,1256,2,2,1,1,2,13216.56051
12500000,845,2,2,1,1,1,14792.89941
22500000,825,2,2,1,1,1,27272.72727
16500000,1050,2,2,1,1,1,15714.28571
11000000,1425,3,3,1,1,2,7719.298246
45000000,1800,4,4,1,2,3,25000
19200000,1050,3,2,1,1,1,18285.71429
65000000,2500,4,5,1,3,1,26000
12500000,650,2,2,2,1,1,19230.76923
20000000,950,2,2,2,1,1,21052.63158
18200000,720,2,2,1,1,1,25277.77778
110000000,1500,3,3,1,2,1,73333.33333
19000000,835,2,2,3,1,1,22754.49102
29900000,900,2,2,2,1,1,33222.22222
12100000,995,2,2,1,1,2,12160.80402
7500000,888,2,2,3,1,1,8445.945946
28900000,1670,3,3,1,1,1,17305.38922
40000000,1380,2,2,1,2,1,28985.50725
5400000,1000,2,2,2,1,1,5400
18500000,810,2,2,1,1,1,22839.50617
35100000,1900,3,3,2,1,2,18473.68421
18000000,1092,2,2,1,1,1,16483.51648
16500000,604,2,2,1,1,1,27317.88079
16100000,1150,2,2,1,21,2,14000
17000000,840,2,2,1,1,1,20238.09524
13000000,840,2,2,1,1,1,15476.19048
21000000,1250,2,2,1,1,2,16800
18000000,731,3,2,1,1,1,24623.80301
3600000,650,2,2,2,1,1,5538.461538
12000000,1230,2,2,4,1,2,9756.097561
24000000,1300,3,3,1,1,1,18461.53846
21000000,900,3,3,1,1,1,23333.33333
4500000,935,2,2,1,1,1,4812.834225
15000000,960,3,2,1,1,1,15625
8000000,1343,3,3,4,2,1,5956.813105
20500000,1100,2,2,1,1,1,18636.36364
28000000,800,2,2,3,1,1,35000
12000000,1020,2,2,4,1,1,11764.70588
32000000,1400,2,2,2,2,1,22857.14286
27500000,1100,3,4,1,1,1,25000
18900000,1200,3,2,1,2,1,15750
30000000,1300,3,3,1,2,1,23076.92308
8500000,725,3,3,1,1,1,11724.13793
26500000,1378,3,3,1,1,2,19230.76923
8500000,750,2,2,1,1,1,11333.33333
21100000,800,2,2,2,1,1,26375
13500000,860,2,2,1,1,1,15697.67442
20000000,900,2,2,1,1,1,22222.22222
9000000,850,2,2,1,1,1,10588.23529
4600000,866,2,2,2,1,2,5311.778291
3600000,745,2,2,2,1,1,4832.214765
42500000,1600,4,4,1,1,1,26562.5
24000000,2150,3,3,3,2,1,11162.7907
27000000,1050,3,2,1,1,1,25714.28571
10500000,1435,3,3,4,1,2,7317.073171
10800000,1100,2,2,1,1,1,9818.181818
40000000,1100,2,2,1,1,1,36363.63636
22000000,5500,2,2,1,1,1,4000
14000000,820,3,2,1,1,2,17073.17073
4200000,1040,2,2,4,1,1,4038.461538
13000000,733,2,2,1,1,2,17735.33424
20500000,1000,2,2,1,1,1,20500
15000000,850,2,2,1,1,1,17647.05882
21000000,850,3,2,1,2,1,24705.88235
18500000,820,2,2,1,1,1,22560.97561
7500000,1060,3,3,1,1,1,7075.471698
24400000,1400,3,3,1,1,1,17428.57143
6500000,600,2,2,1,1,1,10833.33333
12500000,2200,5,4,1,1,1,5681.818182
6500000,868,2,2,3,1,1,7488.479263
13500000,950,2,2,1,1,1,14210.52632
60000000,1800,3,3,1,1,1,33333.33333
10000000,850,3,2,1,1,1,11764.70588
21600000,996,2,2,1,1,1,21686.74699
12000000,700,2,2,1,1,1,17142.85714
4500000,648,2,2,1,1,1,6944.444444
6500000,1100,2,2,2,1,1,5909.090909
15000000,700,2,2,1,1,1,21428.57143
17500000,895,2,2,1,1,2,19553.07263
11000000,565,2,2,3,1,1,19469.02655
13500000,965,2,2,3,1,1,13989.63731
23000000,1150,2,2,1,2,1,20000
17500000,700,2,2,1,1,1,25000
14000000,920,2,2,1,1,1,15217.3913
13000000,574,2,2,1,1,1,22648.08362
130000000,4500,2,2,2,2,1,28888.88889
23000000,1278,2,2,1,3,1,17996.87011
28500000,1000,2,2,3,1,1,28500
25000000,1175,3,3,2,1,0,21276.59574
20000000,600,3,3,1,1,1,33333.33333
29500000,1050,2,2,1,1,1,28095.2381
20000000,1940,3,3,2,1,1,10309.27835
25000000,827,3,2,1,1,1,30229.74607
13000000,696,2,2,1,1,2,18678.16092
15000000,1000,2,2,1,1,1,15000
12000000,950,2,2,4,1,1,12631.57895
11000000,1000,2,2,2,1,4,11000
16500000,660,2,2,1,5,1,25000
19000000,1024,2,2,1,1,1,18554.6875
22500000,900,2,2,1,1,1,25000
22500000,1066,2,2,1,1,1,21106.94184
19500000,680,2,2,1,1,1,28676.47059
25000000,1100,3,2,1,1,1,22727.27273
9500000,1000,2,2,1,1,1,9500
6500000,720,2,2,1,1,1,9027.777778
5500000,972,2,2,1,1,1,5658.436214
4300000,584,2,2,1,1,2,7363.013699
27500000,1040,2,2,4,1,1,26442.30769
11400000,1040,2,2,3,1,1,10961.53846
17500000,875,2,2,1,1,1,20000
4500000,850,2,2,1,1,1,5294.117647
6200000,1062,2,2,2,1,4,5838.041431
27000000,680,2,2,1,1,1,39705.88235
14500000,800,2,2,1,1,1,18125
77500000,1650,3,3,4,1,1,46969.69697
16500000,780,2,2,1,1,1,21153.84615
3500000,935,2,2,2,1,1,3743.315508
15200000,1150,2,2,1,1,1,13217.3913
27000000,900,2,2,1,1,1,30000
38000000,1000,2,2,1,1,1,38000
6100000,980,2,2,1,1,1,6224.489796
17000000,1105,2,2,2,1,1,15384.61538
18900000,1000,2,2,1,1,1,18900
9000000,564,2,2,1,1,1,15957.44681
25200000,932,2,2,1,1,1,27038.62661
30000000,1100,2,2,1,1,1,27272.72727
20000000,856,2,2,1,1,1,23364.48598
21000000,600,2,2,1,1,1,35000
14000000,784,2,2,3,1,1,17857.14286
21000000,1100,2,2,1,1,1,19090.90909
4500000,810,2,2,1,1,1,5555.555556
13000000,738,2,2,1,1,1,17615.17615
15000000,610,2,2,1,1,1,24590.16393
20000000,955,2,2,1,1,1,20942.40838
17000000,922,2,2,1,1,1,18438.17787
17000000,820,2,2,1,1,1,20731.70732
16000000,855,2,2,1,1,1,18713.45029
13500000,902,2,2,1,1,1,14966.74058
25000000,1000,2,3,1,1,1,25000
105000000,3600,7,7,1,1,1,29166.66667
58500000,1491,3,3,1,1,1,39235.41247
5000000,980,2,2,1,1,1,5102.040816
29500000,1300,3,3,1,1,1,22692.30769
24000000,1300,4,3,1,1,1,18461.53846
5500000,1000,2,2,1,1,1,5500
8500000,805,2,2,1,1,1,10559.00621
16700000,745,2,2,1,1,1,22416.10738
18000000,700,2,2,1,1,1,25714.28571
15000000,800,2,2,2,1,1,18750
21500000,1100,2,2,1,1,1,19545.45455
5700000,603,2,2,2,1,1,9452.736318
4300000,750,2,3,1,1,1,5733.333333
14500000,1000,2,2,1,1,1,14500
19500000,708,3,2,1,1,2,27542.37288
4100000,770,2,2,1,1,1,5324.675325
26500000,900,2,2,1,1,1,29444.44444
10500000,811,2,2,1,1,1,12946.97904
22000000,900,2,2,2,2,1,24444.44444
16500000,848,2,2,1,1,1,19457.54717
8500000,710,2,2,4,1,1,11971.83099
12000000,900,2,2,1,1,1,13333.33333
13800000,600,2,2,1,1,1,23000
3200000,625,2,2,1,1,1,5120
28500000,900,2,2,1,1,1,31666.66667
8900000,1000,2,2,1,1,1,8900
21000000,2400,5,3,3,1,1,8750
25000000,1250,2,2,1,1,1,20000
18500000,895,2,2,1,1,1,20670.39106
15000000,680,2,2,1,1,1,22058.82353
9000000,925,2,2,1,1,1,9729.72973
20000000,1385,3,2,4,1,1,14440.43321
16000000,970,2,2,1,1,1,16494.84536
23000000,800,2,2,1,1,1,28750
18000000,750,2,2,2,1,1,24000
13000000,875,2,2,1,1,1,14857.14286
22000000,1100,2,2,1,1,1,20000
13000000,630,2,2,1,1,1,20634.92063
19000000,925,2,2,1,1,1,20540.54054
20000000,1365,4,3,2,1,1,14652.01465
90000000,3400,5,5,2,4,1,26470.58824
4200000,890,2,2,4,1,1,4719.101124
16500000,904,2,2,1,2,2,18252.21239
32500000,900,3,2,1,1,1,36111.11111
14000000,900,2,2,1,1,1,15555.55556
6000000,1000,2,2,2,1,1,6000
40000000,1450,3,3,1,1,1,27586.2069
21000000,965,2,2,3,1,1,21761.65803
18000000,1020,2,2,1,1,1,17647.05882
4200000,750,2,2,3,1,1,5600
23500000,1000,2,2,1,1,1,23500
22000000,1100,2,2,1,1,1,20000
17000000,735,2,2,1,1,1,23129.2517
23000000,950,2,2,1,1,1,24210.52632
7000000,785,2,2,1,1,1,8917.197452
15000000,900,2,2,1,1,1,16666.66667
25000000,865,2,2,1,2,1,28901.7341
20000000,700,2,2,1,1,1,28571.42857
18700000,875,2,2,1,1,1,21371.42857
16500000,1100,3,2,1,1,1,15000
29000000,700,2,2,2,1,1,41428.57143
8500000,1120,2,2,1,1,1,7589.285714
47500000,1250,3,3,1,1,1,38000
39000000,1250,3,3,1,1,1,31200
32500000,1315,3,4,1,1,1,24714.8289
17000000,751,2,2,1,1,1,22636.48469
22500000,850,2,2,1,1,1,26470.58824
6000000,1000,2,2,1,1,1,6000
10000000,1005,2,2,3,1,1,9950.248756
