price,area,Bedrooms,Bathrooms,Balcony,parking,Lift,Price_sqft
13000000,795,2,2,1,1,1,16352.20126
250000000,2100,4,4,1,1,1,119047.619
5800000,875,2,2,1,1,1,6628.571429
8200000,685,3,2,1,1,1,11970.80292
170000000,2000,4,4,1,1,1,85000
5700000,890,2,2,1,1,1,6404.494382
8000000,1060,2,2,2,1,1,7547.169811
20000000,950,2,2,1,1,1,21052.63158
25000000,700,2,2,1,1,7,35714.28571
4500000,775,2,2,1,1,1,5806.451613
55000000,1200,3,3,1,1,1,45833.33333
7000000,525,2,2,1,1,1,13333.33333
32000000,1085,3,3,1,1,1,29493.08756
14500000,1100,2,2,1,1,1,13181.81818
4200000,620,2,2,1,1,1,6774.193548
27000000,1580,3,3,1,2,6,17088.60759
18000000,640,2,2,1,1,1,28125
15000000,755,2,2,1,1,1,19867.54967
18000000,850,2,2,1,1,1,21176.47059
28000000,1334,3,3,1,1,1,20989.50525
18500000,1071,2,2,1,1,1,17273.5761
20000000,675,2,2,1,1,1,29629.62963
18000000,806,2,2,1,1,1,22332.5062
19000000,700,2,2,1,1,1,27142.85714
16000000,730,2,2,1,1,1,21917.80822
16500000,890,2,2,1,1,1,18539.32584
10500000,812,2,2,3,1,1,12931.03448
3200000,865,3,2,1,1,1,3699.421965
14000000,1100,2,2,1,1,1,12727.27273
18000000,700,3,2,1,1,1,25714.28571
22500000,675,2,2,1,1,1,33333.33333
8000000,800,2,2,1,1,1,10000
24500000,975,2,2,1,1,1,25128.20513
4500000,850,2,2,1,1,1,5294.117647
7000000,600,2,2,1,1,1,11666.66667
21000000,780,2,2,1,1,1,26923.07692
30000000,2100,8,2,1,1,1,14285.71429
8800000,800,2,2,2,1,1,11000
23000000,1296,3,2,1,1,1,17746.91358
23500000,1125,2,2,1,1,1,20888.88889
16700000,1147,3,3,1,1,1,14559.72101
70000000,1610,3,3,1,1,1,43478.26087
29500000,1100,3,3,1,1,1,26818.18182
22500000,902,2,2,1,1,1,24944.56763
20000000,650,2,2,1,1,1,30769.23077
6000000,1100,2,3,1,1,1,5454.545455
4500000,790,2,2,1,1,1,5696.202532
25000000,950,2,2,3,1,1,26315.78947
13200000,726,2,2,3,1,1,18181.81818
27000000,1310,3,3,1,1,1,20610.68702
180000000,4500,6,7,1,1,1,40000
37000000,980,2,2,1,1,1,37755.10204
65000000,1295,3,3,4,1,1,50193.05019
6840000,1200,2,2,1,1,1,5700
20000000,1040,2,2,4,1,1,19230.76923
12500000,510,2,2,1,1,1,24509.80392
5500000,600,2,2,1,1,1,9166.666667
16000000,860,2,2,1,1,1,18604.65116
16000000,900,2,2,4,1,1,17777.77778
12000000,1251,3,3,1,1,1,9592.326139
15000000,800,2,2,1,1,1,18750
19000000,1091,2,2,2,1,1,17415.2154
11000000,1600,2,2,1,1,1,6875
26000000,720,2,2,1,1,1,36111.11111
14000000,650,2,2,1,1,1,21538.46154
3300000,750,2,2,1,1,1,4400
8000000,1250,2,2,1,1,1,6400
22000000,1100,2,2,1,1,1,20000
20000000,850,2,2,2,1,1,23529.41176
27500000,1392,3,3,2,1,1,19755.74713
22000000,1000,3,3,1,1,1,22000
17500000,1280,3,3,1,1,1,13671.875
19500000,1100,2,2,1,1,1,17727.27273
7000000,868,2,2,1,1,1,8064.516129
17500000,1100,2,2,1,1,1,15909.09091
27000000,1200,3,3,1,1,1,22500
66000000,4200,4,4,1,1,1,15714.28571
9200000,800,2,2,1,1,1,11500
41800000,2200,3,3,2,2,2,19000
27000000,2075,4,3,1,1,1,13012.04819
17000000,680,2,2,1,1,2,25000
30000000,2500,3,2,2,2,1,12000
35000000,1000,3,3,1,1,1,35000
16000000,740,2,2,1,1,1,21621.62162
9000000,1200,2,2,1,1,1,7500
45000000,1950,3,3,5,1,1,23076.92308
22500000,675,2,2,1,1,1,33333.33333
4500000,820,2,2,1,1,1,5487.804878
21000000,1200,3,2,1,1,1,17500
13000000,703,2,2,1,1,1,18492.17639
15800000,810,2,2,1,1,1,19506.17284
14000000,1200,2,2,1,1,1,11666.66667
35000000,1250,3,3,3,1,1,28000
15000000,900,2,2,1,1,1,16666.66667
27500000,1400,3,3,1,1,1,19642.85714
24500000,1400,3,3,1,1,1,17500
22500000,1100,2,2,2,1,1,20454.54545
21500000,1150,2,2,1,1,1,18695.65217
82500000,1126,4,4,1,2,1,73268.20604
21000000,1800,3,2,1,1,1,11666.66667
9000000,1050,2,2,1,1,1,8571.428571
18000000,1100,2,2,1,1,1,16363.63636
22500000,971,2,2,2,1,1,23171.98764
13500000,841,2,2,1,1,1,16052.31867
35000000,980,3,3,1,1,1,35714.28571
100000000,2500,3,4,1,1,1,40000
35000000,1230,2,2,1,1,1,28455.28455
8000000,650,2,2,1,1,1,12307.69231
16500000,800,2,2,1,1,2,20625
9000000,975,3,2,1,1,1,9230.769231
20000000,850,3,2,1,1,1,23529.41176
31000000,950,2,2,1,1,1,32631.57895
16500000,775,2,2,1,1,1,21290.32258
4500000,770,2,2,1,1,1,5844.155844
3000000,730,2,2,3,1,1,4109.589041
16000000,1200,2,2,1,1,1,13333.33333
15100000,625,2,2,1,1,1,24160
9000000,975,3,2,1,1,1,9230.769231
4200000,950,2,2,1,1,1,4421.052632
17000000,695,2,2,1,1,1,24460.43165
9500000,1100,3,2,3,1,1,8636.363636
105000000,1400,4,3,1,2,1,75000
11500000,760,2,2,1,1,1,15131.57895
19000000,1100,4,4,8,1,1,17272.72727
8500000,1100,2,2,1,1,1,7727.272727
35000000,1800,3,3,1,1,1,19444.44444
22200000,1110,2,2,1,1,1,20000
45000000,1450,3,3,1,1,1,31034.48276
42500000,1300,3,3,1,1,1,32692.30769
23000000,714,2,2,1,1,1,32212.88515
65000000,3500,5,5,2,1,1,18571.42857
21000000,1050,2,2,1,1,1,20000
50000000,1550,5,2,1,1,1,32258.06452
18000000,640,2,2,1,1,1,28125
4200000,880,2,2,1,1,1,4772.727273
19500000,700,2,2,2,1,1,27857.14286
25000000,1210,3,3,3,1,1,20661.15702
7700000,927,2,2,2,1,1,8306.364617
4800000,800,2,2,1,1,1,6000
40000000,1300,3,3,1,1,1,30769.23077
19000000,1200,2,2,3,1,1,15833.33333
25200000,1200,3,3,1,1,1,21000
22000000,660,2,2,1,1,1,33333.33333
16500000,700,2,2,3,1,1,23571.42857
26000000,1000,2,2,1,1,1,26000
38000000,1320,3,2,1,1,1,28787.87879
20000000,1200,2,2,4,1,1,16666.66667
22000000,1400,3,3,1,1,1,15714.28571
11500000,965,2,2,1,1,1,11917.09845
40000000,1500,3,3,1,1,1,26666.66667
4500000,730,2,2,1,1,1,6164.383562
27000000,1050,2,2,1,1,1,25714.28571
90000000,2000,3,3,1,1,1,45000
40000000,1500,3,2,2,1,1,26666.66667
33500000,1120,2,2,1,1,1,29910.71429
3800000,672,2,2,1,1,1,5654.761905
3200000,920,3,3,1,1,1,3478.26087
8000000,825,2,2,1,1,1,9696.969697
48000000,1129,3,4,1,1,1,42515.50044
42500000,2400,4,4,1,2,1,17708.33333
8000000,915,2,2,1,1,1,8743.169399
15500000,705,2,2,1,1,1,21985.8156
13000000,900,2,2,1,1,1,14444.44444
12500000,650,2,2,1,1,1,19230.76923
12000000,1100,2,2,1,1,1,10909.09091
5200000,823,2,2,3,1,1,6318.347509
4500000,845,2,2,3,1,1,5325.443787
57500000,880,2,2,2,1,2,65340.90909
18000000,900,2,2,3,1,1,20000
10000000,1140,2,2,1,1,1,8771.929825
25000000,750,2,2,1,1,1,33333.33333
14500000,1000,3,2,1,1,1,14500
35000000,1350,3,3,1,1,1,25925.92593
8000000,600,3,4,1,1,1,13333.33333
5000000,994,2,2,3,1,1,5030.181087
45000000,1600,3,3,1,1,1,28125
10000000,900,2,2,3,1,1,11111.11111
20000000,1200,4,3,1,1,1,16666.66667
15000000,600,2,2,1,1,2,25000
3200000,664,2,2,3,1,2,4819.277108
55000000,950,3,3,1,1,2,57894.73684
8900000,875,2,2,1,1,1,10171.42857
37500000,1251,4,3,1,1,1,29976.01918
4200000,900,2,2,4,1,1,4666.666667
23000000,943,3,2,2,1,1,24390.2439
15000000,980,2,2,1,1,1,15306.12245
40000000,958,2,2,2,1,1,41753.65344
18500000,1050,2,2,1,1,1,17619.04762
19000000,800,2,2,1,1,1,23750
28000000,1450,3,2,1,1,1,19310.34483
130000000,3200,4,4,1,1,1,40625
23000000,970,2,2,1,1,2,23711.34021
18500000,1000,3,2,1,1,1,18500
40000000,1400,2,2,1,1,1,28571.42857
14000000,950,2,2,1,1,1,14736.84211
8000000,700,2,2,4,1,1,11428.57143
17000000,660,2,2,1,1,1,25757.57576
5200000,1200,2,2,1,1,1,4333.333333
5200000,1106,2,2,4,1,1,4701.627486
40000000,1000,2,2,1,1,1,40000
30000000,1050,3,3,1,1,1,28571.42857
35000000,4400,6,6,2,3,1,7954.545455
3200000,725,2,2,1,1,1,4413.793103
29500000,1235,2,2,1,1,2,23886.63968
8000000,750,3,2,1,1,1,10666.66667
25000000,1000,2,2,1,1,1,25000
20000000,850,2,2,1,1,1,23529.41176
6000000,610,2,2,1,1,1,9836.065574
23000000,1200,3,3,1,1,1,19166.66667
4500000,870,2,2,1,1,1,5172.413793
10000000,800,2,2,1,1,1,12500
23500000,705,2,2,1,1,1,33333.33333
65000000,970,2,2,1,1,1,67010.30928
13000000,680,2,2,1,1,1,19117.64706
5200000,600,2,2,1,1,1,8666.666667
3900000,900,2,2,1,1,1,4333.333333
20000000,1000,2,2,2,1,1,20000
17000000,650,2,2,1,1,1,26153.84615
5000000,951,3,2,1,1,1,5257.623554
35000000,1310,3,2,1,1,1,26717.55725
15000000,600,2,2,1,1,1,25000
22000000,644,2,2,1,1,1,34161.49068
32000000,972,3,2,1,1,1,32921.8107
31000000,1050,2,2,1,1,1,29523.80952
5000000,830,2,2,4,1,1,6024.096386
23000000,780,2,3,1,1,1,29487.17949
85000000,1825,3,3,1,1,1,46575.34247
42500000,1222,3,2,1,1,1,34779.05074
2500000,700,2,2,1,1,1,3571.428571
27500000,994,2,2,1,1,1,27665.99598
9000000,1000,2,2,4,1,1,9000
14500000,675,2,2,2,1,1,21481.48148
15000000,825,2,2,1,1,1,18181.81818
20000000,650,2,2,1,1,1,30769.23077
8000000,920,2,2,1,1,1,8695.652174
14000000,915,2,2,1,1,1,15300.54645
8400000,942,2,2,3,1,1,8917.197452
4200000,1050,2,2,3,1,1,4000
6000000,1200,3,3,1,1,1,5000
5100000,1070,2,2,1,1,1,4766.35514
21000000,850,2,2,1,1,1,24705.88235
22100000,920,2,2,1,1,1,24021.73913
16000000,510,2,2,1,1,1,31372.54902
4500000,850,2,2,1,1,1,5294.117647
12900000,1340,2,2,3,1,1,9626.865672
20900000,1116,3,3,1,1,1,18727.59857
22500000,798,2,2,1,1,1,28195.48872
18000000,880,2,3,1,1,1,20454.54545
13500000,610,2,2,1,1,1,22131.14754
18000000,950,2,2,1,1,1,18947.36842
16000000,850,2,2,1,1,1,18823.52941
26500000,986,2,2,1,1,2,26876.26775
34000000,1110,3,3,2,1,1,30630.63063
12100000,950,2,2,1,1,1,12736.84211
22500000,1000,2,2,1,1,1,22500
4800000,795,2,2,1,1,1,6037.735849
17000000,1320,3,3,3,1,1,12878.78788
6200000,650,2,2,1,1,1,9538.461538
9500000,1200,3,2,1,1,1,7916.666667
28500000,900,3,3,1,1,1,31666.66667
8500000,693,2,2,1,1,1,12265.51227
15000000,697,2,2,1,1,1,21520.80344
5700000,1080,3,2,1,1,1,5277.777778
5500000,800,2,2,1,1,1,6875
45000000,5000,10,4,1,1,1,9000
17000000,830,2,2,1,1,1,20481.92771
42500000,775,2,2,1,1,2,54838.70968
38000000,1300,3,3,1,1,1,29230.76923
6500000,650,2,2,1,1,1,10000
21100000,860,2,2,1,1,1,24534.88372
19600000,800,2,2,3,1,1,24500
78000000,1050,2,3,1,1,1,74285.71429
25000000,865,2,2,1,2,1,28901.7341
50000000,1500,2,2,1,1,1,33333.33333
50000000,1800,4,3,1,1,1,27777.77778
5000000,600,2,2,1,1,1,8333.333333
17500000,714,2,2,1,1,1,24509.80392
50000000,5500,4,2,1,1,1,9090.909091
3700000,810,2,2,1,1,1,4567.901235
28500000,1380,3,3,1,1,1,20652.17391
8720000,650,2,2,1,1,1,13415.38462
18000000,900,2,2,1,1,1,20000
22000000,800,2,2,1,1,1,27500
40000000,705,2,2,1,1,1,56737.58865
21000000,1000,2,2,1,1,4,21000
12500000,1050,2,2,1,1,1,11904.7619
21500000,886,2,2,1,1,1,24266.36569
16500000,1150,2,2,1,1,1,14347.82609
27500000,1050,2,2,1,1,1,26190.47619
22000000,1366,3,2,2,2,1,16105.41728
19000000,761,2,2,1,1,1,24967.14849
30000000,680,2,2,1,1,1,44117.64706
7200000,1150,2,2,1,1,1,6260.869565
18000000,1150,2,2,1,1,1,15652.17391
23000000,715,2,2,1,1,1,32167.83217
23500000,1200,2,2,1,1,1,19583.33333
65000000,2650,6,6,1,1,1,24528.30189
16000000,650,2,2,1,1,1,24615.38462
13000000,980,4,2,1,1,1,13265.30612
18000000,625,2,2,1,1,1,28800
7500000,1125,3,3,3,1,1,6666.666667
14500000,950,2,2,1,1,1,15263.15789
20000000,1000,2,2,1,1,1,20000
24000000,1175,2,2,2,1,1,20425.53191
50000000,1950,3,4,3,1,1,25641.02564
17500000,1450,2,2,1,1,1,12068.96552
20000000,1550,3,3,1,1,1,12903.22581
10000000,1120,3,3,1,1,1,8928.571429
35000000,960,2,2,1,1,1,36458.33333
15000000,817,2,2,1,1,1,18359.85312
7200000,692,2,2,1,1,1,10404.62428
6500000,728,2,2,1,1,1,8928.571429
42500000,1700,4,5,1,1,1,25000
1500000,1000,3,2,1,1,1,1500
38300000,1065,3,3,1,1,2,35962.44131
22000000,1200,3,3,1,1,1,18333.33333
19000000,1035,2,2,1,1,1,18357.48792
11500000,985,2,2,1,1,1,11675.1269
11000000,1500,2,2,1,1,1,7333.333333
25000000,1140,3,2,1,1,1,21929.82456
14000000,830,2,2,1,1,1,16867.46988
8500000,1100,2,2,2,1,1,7727.272727
23000000,1155,2,2,1,1,1,19913.41991
33000000,1360,3,3,1,1,1,24264.70588
6000000,900,2,2,1,1,1,6666.666667
35000000,800,2,2,1,1,1,43750
16000000,800,2,2,1,1,1,20000
27000000,1150,3,2,1,1,1,23478.26087
15500000,775,2,2,1,1,1,20000
5000000,810,2,2,1,1,1,6172.839506
19000000,1000,2,2,1,1,1,19000
2700000,900,2,2,1,1,1,3000
18500000,1050,2,2,1,1,1,17619.04762
30000000,1430,3,3,1,1,1,20979.02098
18000000,1350,3,2,1,1,1,13333.33333
16500000,850,2,2,1,1,1,19411.76471
10500000,1240,3,3,2,1,1,8467.741935
27500000,1400,3,3,1,1,1,19642.85714
67500000,1800,3,3,1,1,1,37500
25000000,895,2,2,1,1,1,27932.96089
15000000,882,2,2,1,1,1,17006.80272
20000000,1400,3,3,1,1,1,14285.71429
27000000,890,2,2,1,1,1,30337.07865
28000000,950,2,3,1,1,1,29473.68421
15000000,750,2,2,1,1,1,20000
45000000,1400,2,2,1,1,1,32142.85714
8000000,900,2,2,1,1,1,8888.888889
8000000,680,2,2,2,1,1,11764.70588
4500000,970,2,2,3,1,1,4639.175258
19000000,1000,5,5,1,1,1,19000
16000000,950,2,2,1,1,2,16842.10526
11000000,1300,3,3,1,1,1,8461.538462
17000000,900,2,2,1,1,1,18888.88889
3200000,655,2,2,1,1,1,4885.496183
5000000,1100,2,2,1,1,1,4545.454545
15700000,850,2,2,1,1,1,18470.58824
25000000,990,3,3,1,1,1,25252.52525
40000000,880,2,2,1,1,2,45454.54545
90000000,1500,4,3,1,1,1,60000
18500000,870,2,2,1,1,1,21264.36782
37500000,1235,2,2,1,1,1,30364.37247
19500000,875,2,2,1,1,1,22285.71429
65000000,1155,3,3,1,3,1,56277.05628
6500000,950,2,2,1,1,1,6842.105263
23500000,900,2,2,1,2,1,26111.11111
7000000,1200,2,2,1,1,1,5833.333333
37000000,1000,3,3,1,1,1,37000
30000000,950,2,2,1,1,1,31578.94737
17500000,720,2,2,1,1,1,24305.55556
27500000,1255,3,3,1,1,1,21912.3506
9500000,650,2,2,1,1,1,14615.38462
7000000,865,2,2,4,1,1,8092.485549
22500000,1500,3,3,1,1,1,15000
21000000,645,2,2,1,1,1,32558.13953
7000000,900,2,2,3,1,1,7777.777778
20500000,1000,2,2,1,1,1,20500
5000000,860,2,2,1,1,1,5813.953488
20000000,850,2,2,1,1,1,23529.41176
23000000,1200,3,3,1,1,2,19166.66667
3500000,835,2,2,1,1,1,4191.616766
22500000,830,3,2,1,1,1,27108.43373
5400000,745,2,2,1,1,1,7248.322148
16000000,1600,2,2,1,1,1,10000
15000000,785,2,2,1,1,1,19108.28025
8640000,950,2,2,1,1,1,9094.736842
8000000,825,2,2,1,1,1,9696.969697
7100000,910,2,2,1,1,1,7802.197802
7800000,720,2,2,1,1,1,10833.33333
19200000,1900,4,6,1,1,1,10105.26316
50000000,1200,4,4,1,1,1,41666.66667
16000000,850,2,2,1,1,1,18823.52941
5500000,900,2,2,1,1,1,6111.111111
9000000,1500,3,3,1,1,1,6000
15000000,715,2,2,1,1,1,20979.02098
16000000,650,2,2,1,1,1,24615.38462
6500000,810,2,2,1,1,1,8024.691358
35000000,750,2,2,1,1,1,46666.66667
21100000,650,2,2,1,1,1,32461.53846
25000000,750,2,2,1,1,1,33333.33333
3500000,725,2,2,1,1,1,4827.586207
5900000,990,2,2,1,1,1,5959.59596
12500000,600,2,3,1,1,1,20833.33333
29000000,1150,2,2,1,1,1,25217.3913
22000000,700,2,2,1,1,1,31428.57143
17500000,1014,3,2,1,1,1,17258.38264
11600000,639,2,2,1,1,1,18153.36463
13500000,750,2,2,1,1,1,18000
14000000,800,2,2,1,1,1,17500
22500000,685,2,2,1,1,1,32846.71533
7800000,1200,2,3,2,1,1,6500
30000000,1300,3,3,1,1,1,23076.92308
14000000,1000,2,3,1,1,0,14000
16500000,800,2,2,3,1,1,20625
16000000,700,2,2,1,1,1,22857.14286
5700000,920,2,2,1,1,1,6195.652174
26000000,1200,2,2,1,1,1,21666.66667
18000000,750,2,2,1,1,1,24000
16000000,700,2,2,1,1,1,22857.14286
25000000,750,2,2,1,1,1,33333.33333
14500000,650,2,2,1,1,1,22307.69231
7000000,945,2,2,2,1,1,7407.407407
6200000,695,2,2,1,1,1,8920.863309
30000000,3200,5,3,1,1,1,9375
45000000,2000,4,4,1,1,1,22500
15000000,730,2,2,1,1,1,20547.94521
37000000,1200,3,3,1,1,1,30833.33333
17500000,900,2,2,1,1,1,19444.44444
35000000,1050,3,2,1,1,1,33333.33333
6000000,765,2,2,1,1,1,7843.137255
15000000,980,2,2,1,1,1,15306.12245
8900000,1000,2,2,1,1,1,8900
21000000,875,2,2,1,1,1,24000
15000000,1080,2,3,1,1,1,13888.88889
20000000,1000,2,3,1,1,1,20000
14000000,1015,2,2,1,1,1,13793.10345
19000000,700,2,2,4,1,1,27142.85714
18000000,725,2,2,1,1,1,24827.58621
30000000,951,3,2,1,1,1,31545.74132
17500000,980,2,2,3,1,1,17857.14286
25000000,1028,3,2,1,1,1,24319.06615
23500000,850,2,2,1,1,1,27647.05882
3500000,886,2,2,3,1,1,3950.3386
9000000,965,2,2,4,1,1,9326.42487
32500000,850,2,2,1,2,1,38235.29412
11500000,1200,2,2,1,1,1,9583.333333
32500000,1050,2,2,1,1,1,30952.38095
36000000,765,2,2,1,1,1,47058.82353
16500000,685,2,2,1,1,1,24087.59124
8500000,835,2,2,2,1,1,10179.64072
29900000,950,2,2,3,1,1,31473.68421
22500000,1040,2,3,1,1,1,21634.61538
16000000,625,2,2,1,1,1,25600
72500000,1175,2,2,1,1,1,61702.12766
32500000,840,2,2,1,1,1,38690.47619
32500000,1300,3,3,1,1,1,25000
4200000,850,2,2,1,1,1,4941.176471
22500000,1250,2,2,1,1,1,18000
13500000,825,2,2,1,1,1,16363.63636
16500000,880,2,2,1,1,1,18750
22000000,820,3,2,1,1,1,26829.26829
11500000,1150,3,3,1,1,1,10000
45000000,1400,2,3,2,1,1,32142.85714
62500000,1595,3,3,1,1,1,39184.95298
23500000,915,4,2,1,1,1,25683.06011
7500000,1500,3,3,1,1,1,5000
24000000,680,2,2,1,1,1,35294.11765
30000000,900,3,3,1,1,1,33333.33333
52000000,1390,3,3,1,1,1,37410.07194
105000000,2050,3,3,3,2,1,51219.5122
4000000,800,2,2,1,1,1,5000
38000000,1000,2,2,1,1,1,38000
15000000,920,2,2,1,1,1,16304.34783
8500000,1065,2,2,1,1,1,7981.220657
60000000,1500,3,3,1,1,1,40000
4200000,900,2,2,1,1,1,4666.666667
17500000,1250,3,3,1,1,1,14000
22500000,950,3,2,1,1,1,23684.21053
29900000,780,2,2,1,1,1,38333.33333
4000000,900,2,2,1,1,1,4444.444444
16000000,620,2,2,1,1,1,25806.45161
5700000,770,2,2,1,1,1,7402.597403
105000000,2300,5,5,1,2,2,45652.17391
17000000,1079,2,2,1,1,1,15755.32901
25000000,1280,3,2,3,1,1,19531.25
25000000,1100,2,2,1,1,1,22727.27273
22500000,1111,2,2,1,1,1,20252.0252
13000000,1000,3,2,1,1,1,13000
18000000,750,2,2,1,1,1,24000
17000000,970,2,2,1,1,1,17525.7732
9000000,750,3,3,1,1,1,12000
9700000,1260,2,3,1,1,1,7698.412698
13900000,1350,2,2,1,1,1,10296.2963
8300000,600,2,2,1,1,1,13833.33333
22500000,900,2,2,1,1,1,25000
16000000,800,2,2,1,1,1,20000
15500000,720,2,2,1,1,1,21527.77778
25500000,1000,2,2,1,1,1,25500
9900000,925,2,2,1,1,1,10702.7027
6500000,575,2,2,1,1,1,11304.34783
16500000,1000,3,3,1,1,1,16500
7000000,1050,2,2,3,1,1,6666.666667
20000000,1200,2,2,1,1,4,16666.66667
6000000,605,2,2,1,1,1,9917.355372
6500000,1000,2,2,1,1,1,6500
20000000,800,2,2,1,1,1,25000
5500000,800,2,2,1,1,1,6875
13500000,750,2,2,1,1,1,18000
14000000,740,2,2,1,1,1,18918.91892
14900000,1000,2,2,1,1,1,14900
18500000,780,2,2,1,1,1,23717.94872
24500000,640,2,2,1,1,1,38281.25
23000000,640,2,2,2,1,1,35937.5
18000000,1230,3,2,1,1,1,14634.14634
20000000,825,2,2,1,2,1,24242.42424
18000000,620,2,2,1,1,1,29032.25806
18000000,850,2,2,1,1,1,21176.47059
18000000,835,2,3,1,1,1,21556.88623
15000000,790,2,2,1,1,1,18987.34177
13000000,1100,2,2,1,1,1,11818.18182
15000000,700,2,2,1,1,1,21428.57143
12500000,1060,2,2,1,1,1,11792.45283
21000000,765,2,2,1,2,1,27450.98039
28500000,1638,3,4,2,1,1,17399.2674
35000000,1500,2,2,1,1,1,23333.33333
25500000,905,2,2,1,1,1,28176.79558
30000000,900,2,2,1,1,1,33333.33333
15000000,575,2,2,1,1,1,26086.95652
6700000,800,2,2,1,1,1,8375
26500000,1030,2,2,1,1,1,25728.15534
17500000,900,2,2,1,1,1,19444.44444
6500000,990,2,2,1,1,1,6565.656566
10000000,1200,2,2,1,1,1,8333.333333
23500000,900,2,2,2,1,0,26111.11111
16200000,860,2,2,1,1,1,18837.2093
25000000,1160,2,3,2,1,1,21551.72414
9000000,1080,2,2,1,1,1,8333.333333
17000000,695,2,2,4,1,1,24460.43165
16500000,700,2,2,1,1,1,23571.42857
29500000,1000,3,3,1,1,1,29500
6000000,775,2,2,1,1,1,7741.935484
100000000,2000,3,4,1,1,1,50000
9700000,975,2,2,1,1,1,9948.717949
100000000,1690,2,2,1,1,1,59171.59763
7200000,1100,3,2,1,1,1,6545.454545
27500000,1300,2,2,2,1,1,21153.84615
25000000,1075,2,2,1,1,1,23255.81395
32500000,1500,3,4,1,1,1,21666.66667
22500000,1300,2,3,1,1,1,17307.69231
17500000,1295,3,2,1,1,1,13513.51351
8300000,910,2,2,1,1,1,9120.879121
21100000,950,2,2,1,1,1,22210.52632
30000000,1400,2,2,1,1,1,21428.57143
8500000,900,2,2,1,1,1,9444.444444
23000000,860,2,2,1,1,1,26744.18605
25000000,1100,3,3,1,1,1,22727.27273
16000000,1000,2,2,1,1,1,16000
25000000,1664,3,3,4,1,1,15024.03846
45000000,1280,3,3,1,1,1,35156.25
6000000,800,2,2,1,1,1,7500
17500000,815,2,2,1,1,1,21472.39264
17500000,800,2,2,1,1,1,21875
18000000,777,2,2,3,1,1,23166.02317
17900000,1000,2,2,1,1,1,17900
6500000,1080,2,2,1,1,1,6018.518519
4200000,700,2,2,1,1,1,6000
37500000,1650,3,3,1,1,1,22727.27273
12000000,1080,2,2,3,1,1,11111.11111
13100000,965,2,2,1,1,1,13575.12953
17000000,915,2,2,1,1,1,18579.23497
340000000,3500,10,8,5,4,1,97142.85714
22500000,800,2,2,1,1,1,28125
20000000,850,2,2,1,1,1,23529.41176
16000000,900,2,2,3,1,1,17777.77778
7200000,1040,3,2,1,1,1,6923.076923
35000000,1075,3,3,1,1,1,32558.13953
13700000,1150,2,2,2,1,1,11913.04348
32000000,1375,3,3,1,1,1,23272.72727
3800000,600,2,2,1,1,1,6333.333333
15600000,624,2,2,1,1,2,25000
12500000,580,2,2,1,1,1,21551.72414
100000000,1380,4,4,1,3,1,72463.76812
4500000,710,3,2,1,1,1,6338.028169
50000000,1190,2,2,1,1,1,42016.80672
23000000,1150,3,3,1,1,1,20000
38000000,1230,3,3,2,1,1,30894.30894
16000000,745,2,2,1,1,1,21476.51007
13500000,1000,2,2,1,1,1,13500
15000000,750,3,2,1,1,1,20000
20000000,1400,3,3,5,1,1,14285.71429
15000000,507,2,2,1,1,1,29585.79882
32000000,800,3,3,1,1,1,40000
32000000,1050,2,2,1,1,1,30476.19048
6000000,1015,2,2,1,1,1,5911.330049
26000000,1350,3,3,1,1,1,19259.25926
17000000,1250,2,2,4,1,1,13600
6200000,977,2,2,2,1,1,6345.957011
26000000,713,2,2,2,1,1,36465.63815
24000000,820,2,2,1,1,1,29268.29268
31100000,915,3,2,1,1,1,33989.07104
23000000,1100,2,2,1,1,1,20909.09091
9500000,600,2,2,1,1,1,15833.33333
7200000,935,2,2,1,1,1,7700.534759
8000000,1035,3,2,1,1,1,7729.468599
23500000,880,3,3,1,1,1,26704.54545
4100000,830,2,2,2,1,1,4939.759036
15000000,647,2,2,1,1,1,23183.92581
8000000,1050,2,2,3,1,1,7619.047619
21000000,1300,2,2,1,1,1,16153.84615
12000000,1010,2,2,4,1,1,11881.18812
12000000,850,2,3,1,1,1,14117.64706
12500000,800,2,2,1,1,1,15625
14000000,770,2,2,1,1,1,18181.81818
7700000,1045,2,2,1,1,1,7368.421053
22500000,657,2,2,1,1,1,34246.57534
8700000,1020,2,3,4,1,1,8529.411765
17000000,710,2,2,1,1,1,23943.66197
18500000,1000,2,2,1,1,1,18500
18000000,900,3,2,1,1,1,20000
6500000,1065,2,2,1,1,1,6103.286385
6500000,990,2,2,1,1,1,6565.656566
250000000,4500,5,5,1,3,1,55555.55556
49900000,1040,2,2,2,1,1,47980.76923
7000000,920,2,2,3,1,1,7608.695652
8950000,987,2,2,4,1,2,9067.882472
25200000,1100,3,3,1,2,3,22909.09091
61500000,1800,3,3,1,1,1,34166.66667
13500000,748,2,2,1,1,1,18048.12834
16000000,550,2,2,1,1,0,29090.90909
52500000,1200,3,3,2,1,1,43750
72900000,2467,4,4,1,1,4,29550.0608
26000000,1050,3,3,1,2,1,24761.90476
18000000,902,2,2,1,1,1,19955.6541
47500000,1200,3,3,2,1,1,39583.33333
17500000,3600,3,3,1,1,1,4861.111111
40000000,2000,4,2,4,1,1,20000
13500000,825,2,2,1,1,1,16363.63636
22500000,1150,2,3,1,1,3,19565.21739
5800000,625,2,2,2,1,1,9280
34900000,1665,3,3,3,1,3,20960.96096
